Year,Country,Yield,Rainfall_mm_per_year,Avg_Temp_C,Pesticides_tonnes
2006,Argentina,46778,591.0,18.1,65872.12
2006,Argentina,46778,591.0,18.35,65872.12
2007,Argentina,47021,591.0,16.71,81582.64
2007,Argentina,47021,591.0,17.14,81582.64
2008,Argentina,47474,591.0,17.71,87149.01
2008,Argentina,47474,591.0,18.39,87149.01
2009,Argentina,38752,591.0,18.16,61586.56
2009,Argentina,38752,591.0,18.09,61586.56
2010,Argentina,48163,591.0,17.33,105915.04
2010,Argentina,48163,591.0,17.84,105915.04
2011,Argentina,44029,591.0,17.58,100424.62
2011,Argentina,44029,591.0,17.93,100424.62
2012,Argentina,46534,591.0,18.18,136185.08
2012,Argentina,46534,591.0,18.43,136185.08
2013,Argentina,40852,591.0,16.45,171945.54
2013,Argentina,40852,591.0,16.88,171945.54
1990,Argentina,21566,591.0,17.46,26156.0
1990,Argentina,21566,591.0,17.67,26156.0
1991,Argentina,22750,591.0,17.64,26156.0
1991,Argentina,22750,591.0,17.86,26156.0
1992,Argentina,22915,591.0,17.09,26156.0
1992,Argentina,22915,591.0,17.51,26156.0
1993,Argentina,21589,591.0,17.32,26156.0
1993,Argentina,21589,591.0,17.53,26156.0
1994,Argentina,20386,591.0,18.17,30195.0
1994,Argentina,20386,591.0,18.31,30195.0
1995,Argentina,20446,591.0,17.74,37842.0
1995,Argentina,20446,591.0,17.62,37842.0
1996,Argentina,21051,591.0,17.64,54595.0
1996,Argentina,21051,591.0,17.97,54595.0
1997,Argentina,17212,591.0,18.29,77691.0
1997,Argentina,17212,591.0,18.54,77691.0
1998,Argentina,26937,591.0,17.23,62397.0
1998,Argentina,26937,591.0,17.52,62397.0
1999,Argentina,24450,591.0,17.15,62831.39
1999,Argentina,24450,591.0,17.71,62831.39
2000,Argentina,23312,591.0,16.98,63265.78
2000,Argentina,23312,591.0,17.66,63265.78
2001,Argentina,25846,591.0,17.71,63700.17
2001,Argentina,25846,591.0,18.42,63700.17
2002,Argentina,26304,591.0,17.58,64134.56
2002,Argentina,26304,591.0,18.07,64134.56
2004,Argentina,22075,591.0,17.67,65003.34
2004,Argentina,22075,591.0,18.11,65003.34
2005,Argentina,27287,591.0,17.32,65437.73
2005,Argentina,27287,591.0,17.83,65437.73
2006,Argentina,26793,591.0,18.1,65872.12
2006,Argentina,26793,591.0,18.35,65872.12
2007,Argentina,29712,591.0,16.71,81582.64
2007,Argentina,29712,591.0,17.14,81582.64
2008,Argentina,28216,591.0,17.71,87149.01
2008,Argentina,28216,591.0,18.39,87149.01
2009,Argentina,18480,591.0,18.16,61586.56
2009,Argentina,18480,591.0,18.09,61586.56
2010,Argentina,29053,591.0,17.33,105915.04
2010,Argentina,29053,591.0,17.84,105915.04
2011,Argentina,26053,591.0,17.58,100424.62
2011,Argentina,26053,591.0,17.93,100424.62
2012,Argentina,22814,591.0,18.18,136185.08
2012,Argentina,22814,591.0,18.43,136185.08
2013,Argentina,25391,591.0,16.45,171945.54
2013,Argentina,25391,591.0,16.88,171945.54
1990,Argentina,131864,591.0,17.46,26156.0
1990,Argentina,131864,591.0,17.67,26156.0
1991,Argentina,131364,591.0,17.64,26156.0
1991,Argentina,131364,591.0,17.86,26156.0
1992,Argentina,127273,591.0,17.09,26156.0
1992,Argentina,127273,591.0,17.51,26156.0
1993,Argentina,122955,591.0,17.32,26156.0
1993,Argentina,122955,591.0,17.53,26156.0
1994,Argentina,176667,591.0,18.17,30195.0
1994,Argentina,176667,591.0,18.31,30195.0
1995,Argentina,168000,591.0,17.74,37842.0
1995,Argentina,168000,591.0,17.62,37842.0
1996,Argentina,170000,591.0,17.64,54595.0
1996,Argentina,170000,591.0,17.97,54595.0
1997,Argentina,145662,591.0,18.29,77691.0
1997,Argentina,145662,591.0,18.54,77691.0
1998,Argentina,175055,591.0,17.23,62397.0
1998,Argentina,175055,591.0,17.52,62397.0
1999,Argentina,143991,591.0,17.15,62831.39
1999,Argentina,143991,591.0,17.71,62831.39
2000,Argentina,151462,591.0,16.98,63265.78
2000,Argentina,151462,591.0,17.66,63265.78
2001,Argentina,155212,591.0,17.71,63700.17
2001,Argentina,155212,591.0,18.42,63700.17
2002,Argentina,155890,591.0,17.58,64134.56
2002,Argentina,155890,591.0,18.07,64134.56
2004,Argentina,154867,591.0,17.67,65003.34
2004,Argentina,154867,591.0,18.11,65003.34
2005,Argentina,154472,591.0,17.32,65437.73
2005,Argentina,154472,591.0,17.83,65437.73
2006,Argentina,143478,591.0,18.1,65872.12
2006,Argentina,143478,591.0,18.35,65872.12
2007,Argentina,141667,591.0,16.71,81582.64
2007,Argentina,141667,591.0,17.14,81582.64
2008,Argentina,145105,591.0,17.71,87149.01
2008,Argentina,145105,591.0,18.39,87149.01
2009,Argentina,151208,591.0,18.16,61586.56
2009,Argentina,151208,591.0,18.09,61586.56
2010,Argentina,149382,591.0,17.33,105915.04
2010,Argentina,149382,591.0,17.84,105915.04
2011,Argentina,148754,591.0,17.58,100424.62
2011,Argentina,148754,591.0,17.93,100424.62
2012,Argentina,148126,591.0,18.18,136185.08
2012,Argentina,148126,591.0,18.43,136185.08
2013,Argentina,147498,591.0,16.45,171945.54
2013,Argentina,147498,591.0,16.88,171945.54
1990,Argentina,18947,591.0,17.46,26156.0
1990,Argentina,18947,591.0,17.67,26156.0
1991,Argentina,18972,591.0,17.64,26156.0
1991,Argentina,18972,591.0,17.86,26156.0
1992,Argentina,21809,591.0,17.09,26156.0
1992,Argentina,21809,591.0,17.51,26156.0
1993,Argentina,23272,591.0,17.32,26156.0
1993,Argentina,23272,591.0,17.53,26156.0
1994,Argentina,20237,591.0,18.17,30195.0
1994,Argentina,20237,591.0,18.31,30195.0
1995,Argentina,21675,591.0,17.74,37842.0
1995,Argentina,21675,591.0,17.62,37842.0
1996,Argentina,19344,591.0,17.64,54595.0
1996,Argentina,19344,591.0,17.97,54595.0
1997,Argentina,22426,591.0,18.29,77691.0
1997,Argentina,22426,591.0,18.54,77691.0
1998,Argentina,26088,591.0,17.23,62397.0
1998,Argentina,26088,591.0,17.52,62397.0
1999,Argentina,23028,591.0,17.15,62831.39
1999,Argentina,23028,591.0,17.71,62831.39
2000,Argentina,24873,591.0,16.98,63265.78
2000,Argentina,24873,591.0,17.66,63265.78
2001,Argentina,24934,591.0,17.71,63700.17
2001,Argentina,24934,591.0,18.42,63700.17
2002,Argentina,22398,591.0,17.58,64134.56
2002,Argentina,22398,591.0,18.07,64134.56
2004,Argentina,25441,591.0,17.67,65003.34
2004,Argentina,25441,591.0,18.11,65003.34
2005,Argentina,26356,591.0,17.32,65437.73
2005,Argentina,26356,591.0,17.83,65437.73
2006,Argentina,25302,591.0,18.1,65872.12
2006,Argentina,25302,591.0,18.35,65872.12
2007,Argentina,26234,591.0,16.71,81582.64
2007,Argentina,26234,591.0,17.14,81582.64
2008,Argentina,28271,591.0,17.71,87149.01
2008,Argentina,28271,591.0,18.39,87149.01
2009,Argentina,19628,591.0,18.16,61586.56
2009,Argentina,19628,591.0,18.09,61586.56
2010,Argentina,27113,591.0,17.33,105915.04
2010,Argentina,27113,591.0,17.84,105915.04
2011,Argentina,35063,591.0,17.58,100424.62
2011,Argentina,35063,591.0,17.93,100424.62
2012,Argentina,32199,591.0,18.18,136185.08
2012,Argentina,32199,591.0,18.43,136185.08
2013,Argentina,26581,591.0,16.45,171945.54
2013,Argentina,26581,591.0,16.88,171945.54
1992,Armenia,32344,562.0,7.44,8.0
1993,Armenia,32261,562.0,7.69,8.0
1994,Armenia,32667,562.0,8.84,23.0
1995,Armenia,18261,562.0,9.76,23.9
1996,Armenia,22239,562.0,9.55,32.0
1997,Armenia,45548,562.0,9.1,41.46
1998,Armenia,26082,562.0,10.28,50.92
1999,Armenia,40303,562.0,10.11,60.38
2000,Armenia,23178,562.0,9.68,69.85
2001,Armenia,37913,562.0,10.18,79.31
2002,Armenia,37380,562.0,9.41,88.77
2004,Armenia,61791,562.0,9.55,204.77
2005,Armenia,44692,562.0,9.58,220.51
2006,Armenia,33271,562.0,9.89,227.55
2007,Armenia,53262,562.0,9.44,241.71
2008,Armenia,53424,562.0,9.51,218.2
2009,Armenia,57763,562.0,9.67,198.36
2010,Armenia,46724,562.0,11.31,278.72
2011,Armenia,54257,562.0,8.93,278.72
2012,Armenia,62215,562.0,10.2,278.72
2013,Armenia,67114,562.0,11.08,278.72
1992,Armenia,111301,562.0,7.44,8.0
1993,Armenia,134416,562.0,7.69,8.0
1994,Armenia,131195,562.0,8.84,23.0
1995,Armenia,131196,562.0,9.76,23.9
1996,Armenia,129626,562.0,9.55,32.0
1997,Armenia,109362,562.0,9.1,41.46
1998,Armenia,134409,562.0,10.28,50.92
1999,Armenia,130618,562.0,10.11,60.38
2000,Armenia,87349,562.0,9.68,69.85
2001,Armenia,114619,562.0,10.18,79.31
2002,Armenia,122814,562.0,9.41,88.77
2004,Armenia,161509,562.0,9.55,204.77
2005,Armenia,164459,562.0,9.58,220.51
2006,Armenia,163418,562.0,9.89,227.55
2007,Armenia,184719,562.0,9.44,241.71
2008,Armenia,189096,562.0,9.51,218.2
2009,Armenia,185496,562.0,9.67,198.36
2010,Armenia,170146,562.0,11.31,278.72
2011,Armenia,194426,562.0,8.93,278.72
2012,Armenia,207151,562.0,10.2,278.72
2013,Armenia,215290,562.0,11.08,278.72
1992,Armenia,21600,562.0,7.44,8.0
1993,Armenia,22257,562.0,7.69,8.0
1994,Armenia,17842,562.0,8.84,23.0
1995,Armenia,25480,562.0,9.76,23.9
1996,Armenia,23569,562.0,9.55,32.0
1997,Armenia,17009,562.0,9.1,41.46
1998,Armenia,20651,562.0,10.28,50.92
1999,Armenia,19466,562.0,10.11,60.38
2000,Armenia,16679,562.0,9.68,69.85
2001,Armenia,22263,562.0,10.18,79.31
2002,Armenia,23877,562.0,9.41,88.77
2004,Armenia,23416,562.0,9.55,204.77
2005,Armenia,20252,562.0,9.58,220.51
2006,Armenia,14627,562.0,9.89,227.55
2007,Armenia,25837,562.0,9.44,241.71
2008,Armenia,24322,562.0,9.51,218.2
2009,Armenia,22374,562.0,9.67,198.36
2010,Armenia,21192,562.0,11.31,278.72
2011,Armenia,28800,562.0,8.93,278.72
2012,Armenia,26010,562.0,10.2,278.72
2013,Armenia,31273,562.0,11.08,278.72
1990,Australia,41821,534.0,16.8,17866.0
1990,Australia,41821,534.0,20.06,17866.0
1990,Australia,41821,534.0,12.11,17866.0
1990,Australia,41821,534.0,14.16,17866.0
1990,Australia,41821,534.0,18.05,17866.0
1990,Australia,41821,534.0,17.47,17866.0
1991,Australia,39938,534.0,16.78,17866.0
1991,Australia,39938,534.0,20.29,17866.0
1991,Australia,39938,534.0,12.22,17866.0
1991,Australia,39938,534.0,13.77,17866.0
1991,Australia,39938,534.0,18.73,17866.0
1991,Australia,39938,534.0,17.85,17866.0
1992,Australia,51721,534.0,15.78,22234.0
1992,Australia,51721,534.0,19.79,22234.0
1992,Australia,51721,534.0,11.21,22234.0
1992,Australia,51721,534.0,13.31,22234.0
1992,Australia,51721,534.0,18.45,22234.0
1992,Australia,51721,534.0,16.89,22234.0
1993,Australia,44261,534.0,16.71,23899.0
1993,Australia,44261,534.0,20.19,23899.0
1993,Australia,44261,534.0,11.84,23899.0
1993,Australia,44261,534.0,13.81,23899.0
1993,Australia,44261,534.0,18.03,23899.0
1993,Australia,44261,534.0,17.42,23899.0
1994,Australia,46620,534.0,16.43,21057.0
1994,Australia,46620,534.0,19.59,21057.0
1994,Australia,46620,534.0,11.6,21057.0
1994,Australia,46620,534.0,13.52,21057.0
1994,Australia,46620,534.0,19.17,21057.0
1994,Australia,46620,534.0,17.36,21057.0
1995,Australia,48263,534.0,16.14,25598.0
1995,Australia,48263,534.0,20.12,25598.0
1995,Australia,48263,534.0,11.39,25598.0
1995,Australia,48263,534.0,13.14,25598.0
1995,Australia,48263,534.0,18.88,25598.0
1995,Australia,48263,534.0,16.95,25598.0
1996,Australia,57689,534.0,16.12,31185.0
1996,Australia,57689,534.0,20.06,31185.0
1996,Australia,57689,534.0,11.29,31185.0
1996,Australia,57689,534.0,13.05,31185.0
1996,Australia,57689,534.0,19.13,31185.0
1996,Australia,57689,534.0,17.05,31185.0
1997,Australia,59403,534.0,16.48,34091.0
1997,Australia,59403,534.0,20.16,34091.0
1997,Australia,59403,534.0,12.13,34091.0
1997,Australia,59403,534.0,13.93,34091.0
1997,Australia,59403,534.0,18.94,34091.0
1997,Australia,59403,534.0,17.51,34091.0
1998,Australia,47544,534.0,16.28,37215.0
1998,Australia,47544,534.0,20.62,37215.0
1998,Australia,47544,534.0,12.46,37215.0
1998,Australia,47544,534.0,13.61,37215.0
1998,Australia,47544,534.0,18.9,37215.0
1998,Australia,47544,534.0,18.05,37215.0
1999,Australia,51212,534.0,16.77,34200.0
1999,Australia,51212,534.0,19.75,34200.0
1999,Australia,51212,534.0,12.1,34200.0
1999,Australia,51212,534.0,14.2,34200.0
1999,Australia,51212,534.0,19.28,34200.0
1999,Australia,51212,534.0,17.55,34200.0
2000,Australia,49360,534.0,17.08,33475.0
2000,Australia,49360,534.0,19.89,33475.0
2000,Australia,49360,534.0,12.09,33475.0
2000,Australia,49360,534.0,14.32,33475.0
2000,Australia,49360,534.0,19.07,33475.0
2000,Australia,49360,534.0,17.57,33475.0
2001,Australia,46471,534.0,16.63,32710.0
2001,Australia,46471,534.0,20.21,32710.0
2001,Australia,46471,534.0,12.29,32710.0
2001,Australia,46471,534.0,14.18,32710.0
2001,Australia,46471,534.0,18.39,32710.0
2001,Australia,46471,534.0,17.85,32710.0
2002,Australia,54929,534.0,16.63,26651.0
2002,Australia,54929,534.0,20.38,26651.0
2002,Australia,54929,534.0,12.31,26651.0
2002,Australia,54929,534.0,14.08,26651.0
2002,Australia,54929,534.0,18.93,26651.0
2002,Australia,54929,534.0,17.73,26651.0
2004,Australia,56326,534.0,16.64,36276.0
2004,Australia,56326,534.0,20.42,36276.0
2004,Australia,56326,534.0,12.35,36276.0
2004,Australia,56326,534.0,13.74,36276.0
2004,Australia,56326,534.0,18.87,36276.0
2004,Australia,56326,534.0,17.87,36276.0
2005,Australia,57983,534.0,16.93,34310.0
2005,Australia,57983,534.0,20.71,34310.0
2005,Australia,57983,534.0,12.48,34310.0
2005,Australia,57983,534.0,14.38,34310.0
2005,Australia,57983,534.0,18.26,34310.0
2005,Australia,57983,534.0,18.03,34310.0
2006,Australia,53856,534.0,16.75,35900.0
2006,Australia,53856,534.0,20.17,35900.0
2006,Australia,53856,534.0,12.51,35900.0
2006,Australia,53856,534.0,13.99,35900.0
2006,Australia,53856,534.0,18.99,35900.0
2006,Australia,53856,534.0,17.75,35900.0
2007,Australia,49103,534.0,17.49,32446.25
2007,Australia,49103,534.0,20.31,32446.25
2007,Australia,49103,534.0,12.83,32446.25
2007,Australia,49103,534.0,14.99,32446.25
2007,Australia,49103,534.0,18.84,32446.25
2007,Australia,49103,534.0,18.02,32446.25
2008,Australia,56912,534.0,16.7,42935.38
2008,Australia,56912,534.0,19.79,42935.38
2008,Australia,56912,534.0,12.0,42935.38
2008,Australia,56912,534.0,14.11,42935.38
2008,Australia,56912,534.0,18.78,42935.38
2008,Australia,56912,534.0,17.32,42935.38
2009,Australia,58171,534.0,17.39,38065.68
2009,Australia,58171,534.0,20.65,38065.68
2009,Australia,58171,534.0,12.87,38065.68
2009,Australia,58171,534.0,14.65,38065.68
2009,Australia,58171,534.0,19.01,38065.68
2009,Australia,58171,534.0,18.18,38065.68
2010,Australia,55593,534.0,16.72,42169.39
2010,Australia,55593,534.0,20.33,42169.39
2010,Australia,55593,534.0,12.37,42169.39
2010,Australia,55593,534.0,14.23,42169.39
2010,Australia,55593,534.0,19.09,42169.39
2010,Australia,55593,534.0,18.0,42169.39
2011,Australia,57390,534.0,16.9,47632.99
2011,Australia,57390,534.0,19.88,47632.99
2011,Australia,57390,534.0,12.16,47632.99
2011,Australia,57390,534.0,14.19,47632.99
2011,Australia,57390,534.0,19.99,47632.99
2011,Australia,57390,534.0,17.71,47632.99
2012,Australia,64654,534.0,16.84,48687.88
2012,Australia,64654,534.0,20.08,48687.88
2012,Australia,64654,534.0,11.79,48687.88
2012,Australia,64654,534.0,14.27,48687.88
2012,Australia,64654,534.0,19.55,48687.88
2012,Australia,64654,534.0,17.47,48687.88
2013,Australia,64441,534.0,17.39,45177.18
2013,Australia,64441,534.0,20.14,45177.18
2013,Australia,64441,534.0,12.19,45177.18
2013,Australia,64441,534.0,14.74,45177.18
2013,Australia,64441,534.0,19.98,45177.18
2013,Australia,64441,534.0,18.09,45177.18
1990,Australia,289832,534.0,16.8,17866.0
1990,Australia,289832,534.0,20.06,17866.0
1990,Australia,289832,534.0,12.11,17866.0
1990,Australia,289832,534.0,14.16,17866.0
1990,Australia,289832,534.0,18.05,17866.0
1990,Australia,289832,534.0,17.47,17866.0
1991,Australia,285359,534.0,16.78,17866.0
1991,Australia,285359,534.0,20.29,17866.0
1991,Australia,285359,534.0,12.22,17866.0
1991,Australia,285359,534.0,13.77,17866.0
1991,Australia,285359,534.0,18.73,17866.0
1991,Australia,285359,534.0,17.85,17866.0
1992,Australia,289220,534.0,15.78,22234.0
1992,Australia,289220,534.0,19.79,22234.0
1992,Australia,289220,534.0,11.21,22234.0
1992,Australia,289220,534.0,13.31,22234.0
1992,Australia,289220,534.0,18.45,22234.0
1992,Australia,289220,534.0,16.89,22234.0
1993,Australia,290981,534.0,16.71,23899.0
1993,Australia,290981,534.0,20.19,23899.0
1993,Australia,290981,534.0,11.84,23899.0
1993,Australia,290981,534.0,13.81,23899.0
1993,Australia,290981,534.0,18.03,23899.0
1993,Australia,290981,534.0,17.42,23899.0
1994,Australia,294270,534.0,16.43,21057.0
1994,Australia,294270,534.0,19.59,21057.0
1994,Australia,294270,534.0,11.6,21057.0
1994,Australia,294270,534.0,13.52,21057.0
1994,Australia,294270,534.0,19.17,21057.0
1994,Australia,294270,534.0,17.36,21057.0
1995,Australia,298183,534.0,16.14,25598.0
1995,Australia,298183,534.0,20.12,25598.0
1995,Australia,298183,534.0,11.39,25598.0
1995,Australia,298183,534.0,13.14,25598.0
1995,Australia,298183,534.0,18.88,25598.0
1995,Australia,298183,534.0,16.95,25598.0
1996,Australia,312853,534.0,16.12,31185.0
1996,Australia,312853,534.0,20.06,31185.0
1996,Australia,312853,534.0,11.29,31185.0
1996,Australia,312853,534.0,13.05,31185.0
1996,Australia,312853,534.0,19.13,31185.0
1996,Australia,312853,534.0,17.05,31185.0
1997,Australia,313056,534.0,16.48,34091.0
1997,Australia,313056,534.0,20.16,34091.0
1997,Australia,313056,534.0,12.13,34091.0
1997,Australia,313056,534.0,13.93,34091.0
1997,Australia,313056,534.0,18.94,34091.0
1997,Australia,313056,534.0,17.51,34091.0
1998,Australia,322292,534.0,16.28,37215.0
1998,Australia,322292,534.0,20.62,37215.0
1998,Australia,322292,534.0,12.46,37215.0
1998,Australia,322292,534.0,13.61,37215.0
1998,Australia,322292,534.0,18.9,37215.0
1998,Australia,322292,534.0,18.05,37215.0
1999,Australia,321265,534.0,16.77,34200.0
1999,Australia,321265,534.0,19.75,34200.0
1999,Australia,321265,534.0,12.1,34200.0
1999,Australia,321265,534.0,14.2,34200.0
1999,Australia,321265,534.0,19.28,34200.0
1999,Australia,321265,534.0,17.55,34200.0
2000,Australia,284527,534.0,17.08,33475.0
2000,Australia,284527,534.0,19.89,33475.0
2000,Australia,284527,534.0,12.09,33475.0
2000,Australia,284527,534.0,14.32,33475.0
2000,Australia,284527,534.0,19.07,33475.0
2000,Australia,284527,534.0,17.57,33475.0
2001,Australia,328633,534.0,16.63,32710.0
2001,Australia,328633,534.0,20.21,32710.0
2001,Australia,328633,534.0,12.29,32710.0
2001,Australia,328633,534.0,14.18,32710.0
2001,Australia,328633,534.0,18.39,32710.0
2001,Australia,328633,534.0,17.85,32710.0
2002,Australia,351358,534.0,16.63,26651.0
2002,Australia,351358,534.0,20.38,26651.0
2002,Australia,351358,534.0,12.31,26651.0
2002,Australia,351358,534.0,14.08,26651.0
2002,Australia,351358,534.0,18.93,26651.0
2002,Australia,351358,534.0,17.73,26651.0
2004,Australia,362787,534.0,16.64,36276.0
2004,Australia,362787,534.0,20.42,36276.0
2004,Australia,362787,534.0,12.35,36276.0
2004,Australia,362787,534.0,13.74,36276.0
2004,Australia,362787,534.0,18.87,36276.0
2004,Australia,362787,534.0,17.87,36276.0
2005,Australia,344117,534.0,16.93,34310.0
2005,Australia,344117,534.0,20.71,34310.0
2005,Australia,344117,534.0,12.48,34310.0
2005,Australia,344117,534.0,14.38,34310.0
2005,Australia,344117,534.0,18.26,34310.0
2005,Australia,344117,534.0,18.03,34310.0
2006,Australia,354317,534.0,16.75,35900.0
2006,Australia,354317,534.0,20.17,35900.0
2006,Australia,354317,534.0,12.51,35900.0
2006,Australia,354317,534.0,13.99,35900.0
2006,Australia,354317,534.0,18.99,35900.0
2006,Australia,354317,534.0,17.75,35900.0
2007,Australia,355463,534.0,17.49,32446.25
2007,Australia,355463,534.0,20.31,32446.25
2007,Australia,355463,534.0,12.83,32446.25
2007,Australia,355463,534.0,14.99,32446.25
2007,Australia,355463,534.0,18.84,32446.25
2007,Australia,355463,534.0,18.02,32446.25
2008,Australia,381224,534.0,16.7,42935.38
2008,Australia,381224,534.0,19.79,42935.38
2008,Australia,381224,534.0,12.0,42935.38
2008,Australia,381224,534.0,14.11,42935.38
2008,Australia,381224,534.0,18.78,42935.38
2008,Australia,381224,534.0,17.32,42935.38
2009,Australia,361747,534.0,17.39,38065.68
2009,Australia,361747,534.0,20.65,38065.68
2009,Australia,361747,534.0,12.87,38065.68
2009,Australia,361747,534.0,14.65,38065.68
2009,Australia,361747,534.0,19.01,38065.68
2009,Australia,361747,534.0,18.18,38065.68
2010,Australia,351334,534.0,16.72,42169.39
2010,Australia,351334,534.0,20.33,42169.39
2010,Australia,351334,534.0,12.37,42169.39
2010,Australia,351334,534.0,14.23,42169.39
2010,Australia,351334,534.0,19.09,42169.39
2010,Australia,351334,534.0,18.0,42169.39
2011,Australia,350887,534.0,16.9,47632.99
2011,Australia,350887,534.0,19.88,47632.99
2011,Australia,350887,534.0,12.16,47632.99
2011,Australia,350887,534.0,14.19,47632.99
2011,Australia,350887,534.0,19.99,47632.99
2011,Australia,350887,534.0,17.71,47632.99
2012,Australia,382592,534.0,16.84,48687.88
2012,Australia,382592,534.0,20.08,48687.88
2012,Australia,382592,534.0,11.79,48687.88
2012,Australia,382592,534.0,14.27,48687.88
2012,Australia,382592,534.0,19.55,48687.88
2012,Australia,382592,534.0,17.47,48687.88
2013,Australia,385434,534.0,17.39,45177.18
2013,Australia,385434,534.0,20.14,45177.18
2013,Australia,385434,534.0,12.19,45177.18
2013,Australia,385434,534.0,14.74,45177.18
2013,Australia,385434,534.0,19.98,45177.18
2013,Australia,385434,534.0,18.09,45177.18
1990,Australia,88000,534.0,16.8,17866.0
1990,Australia,88000,534.0,20.06,17866.0
1990,Australia,88000,534.0,12.11,17866.0
1990,Australia,88000,534.0,14.16,17866.0
1990,Australia,88000,534.0,18.05,17866.0
1990,Australia,88000,534.0,17.47,17866.0
1991,Australia,88427,534.0,16.78,17866.0
1991,Australia,88427,534.0,20.29,17866.0
1991,Australia,88427,534.0,12.22,17866.0
1991,Australia,88427,534.0,13.77,17866.0
1991,Australia,88427,534.0,18.73,17866.0
1991,Australia,88427,534.0,17.85,17866.0
1992,Australia,88346,534.0,15.78,22234.0
1992,Australia,88346,534.0,19.79,22234.0
1992,Australia,88346,534.0,11.21,22234.0
1992,Australia,88346,534.0,13.31,22234.0
1992,Australia,88346,534.0,18.45,22234.0
1992,Australia,88346,534.0,16.89,22234.0
1993,Australia,76400,534.0,16.71,23899.0
1993,Australia,76400,534.0,20.19,23899.0
1993,Australia,76400,534.0,11.84,23899.0
1993,Australia,76400,534.0,13.81,23899.0
1993,Australia,76400,534.0,18.03,23899.0
1993,Australia,76400,534.0,17.42,23899.0
1994,Australia,81537,534.0,16.43,21057.0
1994,Australia,81537,534.0,19.59,21057.0
1994,Australia,81537,534.0,11.6,21057.0
1994,Australia,81537,534.0,13.52,21057.0
1994,Australia,81537,534.0,19.17,21057.0
1994,Australia,81537,534.0,17.36,21057.0
1995,Australia,88003,534.0,16.14,25598.0
1995,Australia,88003,534.0,20.12,25598.0
1995,Australia,88003,534.0,11.39,25598.0
1995,Australia,88003,534.0,13.14,25598.0
1995,Australia,88003,534.0,18.88,25598.0
1995,Australia,88003,534.0,16.95,25598.0
1996,Australia,63540,534.0,16.12,31185.0
1996,Australia,63540,534.0,20.06,31185.0
1996,Australia,63540,534.0,11.29,31185.0
